finding_id,page_id,website_id,rule_id,wcag_sc,wcag_level,impact_label,affected_node_count,selector,finding_signature,validation_status
F000001,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .widget-berita-terkini-tanggal",53fb0c2c9ed6239a,auto-detected
F000002,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",74547ca450c0b30c,auto-detected
F000003,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",7c7963121775268c,auto-detected
F000004,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",65fb7742bb30594a,auto-detected
F000005,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .widget-berita-terkini-tanggal",89fa035770fe9688,auto-detected
F000006,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",01beeec31353eace,auto-detected
F000007,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",c185c05e917ae8e9,auto-detected
F000008,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",714c97584c780a9d,auto-detected
F000009,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .widget-berita-terkini-tanggal",e73a7547e06c661a,auto-detected
F000010,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",d7250982f00ba257,auto-detected
F000011,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",4221099c99e2134d,auto-detected
F000012,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",fa90dc4d28835c8c,auto-detected
F000013,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .widget-berita-terkini-tanggal",7f1d8f8ff73147d1,auto-detected
F000014,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",b9c85a3bc6563eae,auto-detected
F000015,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",b1754aff8274ecf2,auto-detected
F000016,P001,W01,color-contrast,1.4.3,AA,serious,16,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal",14b1fa5243ea9e81,auto-detected
F000017,P001,W01,frame-title,4.1.2,A,serious,4,"iframe[width=""340""][height=""220""]:nth-child(4)",83891192f6c82843,auto-detected
F000018,P001,W01,frame-title,4.1.2,A,serious,4,"iframe[width=""340""][height=""220""]:nth-child(7)",f55fb94eeb3348a0,auto-detected
F000019,P001,W01,frame-title,4.1.2,A,serious,4,"iframe[width=""340""][height=""220""]:nth-child(10)",9641c41491932263,auto-detected
F000020,P001,W01,frame-title,4.1.2,A,serious,4,"iframe[width=""400""]",5939abfe918ba51c,auto-detected
F000021,P001,W01,heading-order,,,moderate,2,".slick-slide[data-slick-index=""0""][aria-hidden=""true""] > div > .cbp-item.rf-cursor-pointer.berita-t > .cbp-item-wrapper > .cbp-caption > article > .w-100.justify-content-between > .media.align-items-center > .media-body > .h4",dac4a4b7c483de29,auto-detected
F000022,P001,W01,heading-order,,,moderate,2,.cms-media-card-header > h6,3f868b90a38a62f7,auto-detected
F000023,P001,W01,image-alt,1.1.1,A,critical,29,.logo-header-img,4331689815b0e43c,auto-detected
F000024,P001,W01,image-alt,1.1.1,A,critical,29,".slick-current.slick-active[data-slick-index=""0""] > div > .js-slide > a[href=""""] > .banner-cover.owl-lazy[loading=""lazy""]",bdea54cfac37ba63,auto-detected
F000025,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace > .widget-berita-terkini-big-thumb.preview[loading=""lazy""]",7bc30e8924875677,auto-detected
F000026,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",08dec8f6e9d54f77,auto-detected
F000027,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",a5786e876df99ebe,auto-detected
F000028,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",9f4df3496c541a4e,auto-detected
F000029,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace > .widget-berita-terkini-big-thumb.preview[loading=""lazy""]",d6696f456461c5aa,auto-detected
F000030,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",f8a6e88e64476fe9,auto-detected
F000031,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",3f69fa79328117f9,auto-detected
F000032,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",f54b89d34f429073,auto-detected
F000033,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace > .widget-berita-terkini-big-thumb.preview[loading=""lazy""]",5509009f7a3d872e,auto-detected
F000034,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",4dff12333f3c32b0,auto-detected
F000035,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",2198204577880474,auto-detected
F000036,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",f55a6fec1f07d174,auto-detected
F000037,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace > .widget-berita-terkini-big-thumb.preview[loading=""lazy""]",30e14a0a8c692f23,auto-detected
F000038,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",ac5a42c7cad69f21,auto-detected
F000039,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",c3e58d2af809030a,auto-detected
F000040,P001,W01,image-alt,1.1.1,A,critical,29,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",c618818b1576e5ae,auto-detected
F000041,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_panel_head_img,8f53e9337aa0451b,auto-detected
F000042,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(1) > .gpr_panel_left > .gpr_panel_img,2152221f8b81ea1d,auto-detected
F000043,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(2) > .gpr_panel_left > .gpr_panel_img,8cde214994300102,auto-detected
F000044,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(3) > .gpr_panel_left > .gpr_panel_img,c30a59d470032a0a,auto-detected
F000045,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(4) > .gpr_panel_left > .gpr_panel_img,9c5cad2d2bb5c44c,auto-detected
F000046,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(5) > .gpr_panel_left > .gpr_panel_img,1b9a3f020a749477,auto-detected
F000047,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(6) > .gpr_panel_left > .gpr_panel_img,6ea765cc9b0cbd18,auto-detected
F000048,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(7) > .gpr_panel_left > .gpr_panel_img,009199844bcb548e,auto-detected
F000049,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(8) > .gpr_panel_left > .gpr_panel_img,ea078ef25387ded4,auto-detected
F000050,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(9) > .gpr_panel_left > .gpr_panel_img,add484a7d598eaa9,auto-detected
F000051,P001,W01,image-alt,1.1.1,A,critical,29,.gpr_item:nth-child(10) > .gpr_panel_left > .gpr_panel_img,caa97b87a4df0b83,auto-detected
F000052,P001,W01,landmark-unique,,,moderate,1,.nav-logo,541ff375e003b697,auto-detected
F000053,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:render > a[href=""/""]",dcf0e58d8ca6c35d,auto-detected
F000054,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,".slick-current.slick-active[data-slick-index=""0""] > div > .js-slide > a[href=""""]",c6c25632dd67f2d2,auto-detected
F000055,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace",228b656e63a38db1,auto-detected
F000056,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace",850ce0b6ab2c3354,auto-detected
F000057,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace",b9bec3a7d16fbb96,auto-detected
F000058,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace",d2cada71fe03d836,auto-detected
F000059,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace",f297a2cc5bb5e54d,auto-detected
F000060,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace",d8480c7eb2af8708,auto-detected
F000061,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace",0b8029ceb9f6c7b2,auto-detected
F000062,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_atas""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace",a64ddd051ecc6bd1,auto-detected
F000063,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace",75690320e5d651ff,auto-detected
F000064,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace",b95874ceaa815de8,auto-detected
F000065,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace",a7d50637d945c911,auto-detected
F000066,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kiri_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace",d60e4c2ddb5fbaf5,auto-detected
F000067,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li-big > .progressive.replace",bc3f957730708c47,auto-detected
F000068,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace",480c91deb1b251a6,auto-detected
F000069,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace",c4c9b5a6eea6502c,auto-detected
F000070,P001,W01,link-name,2.4.4;4.1.2,A,serious,18,"cms\:widgets[name=""widget_home_kanan_bawah""] > cms\:render > .cms-berita-col.mb-3 > .cms-berita-element.cms-berita-list.news-list-arrow > ul > .widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace",8237c2c5f22e3954,auto-detected
F000071,P001,W01,marquee,2.2.2,A,serious,1,marquee,e134cd6cd00341aa,auto-detected
F000072,P002,W01,button-name,4.1.2,A,critical,1,#btn-search,6fbddba1755993f3,auto-detected
F000073,P002,W01,color-contrast,1.4.3,AA,serious,34,.logo-text-single > cms\:render,ed330900b57fa079,auto-detected
F000074,P002,W01,color-contrast,1.4.3,AA,serious,34,".nav-link[href=""/""][target=""null""]",5d229087b3f2dcf9,auto-detected
F000075,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(2) > .nav-link[href=""#""][target=""null""]",4cc9b336a26f0363,auto-detected
F000076,P002,W01,color-contrast,1.4.3,AA,serious,34,"a[href$=""berita""]",2a562be61e913c0b,auto-detected
F000077,P002,W01,color-contrast,1.4.3,AA,serious,34,".navbar-nav > li:nth-child(4) > .nav-link[href=""#""][target=""null""]",6af5fde0162956d8,auto-detected
F000078,P002,W01,color-contrast,1.4.3,AA,serious,34,"a[href$=""widget-ppid""]",687606e7db87b81f,auto-detected
F000079,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(6) > .nav-link[href=""#""][target=""null""]",902ae835ee952517,auto-detected
F000080,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(7) > .nav-link[href=""#""][target=""null""]",879ab12931b9bc7f,auto-detected
F000081,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(8) > .nav-link[href=""#""][target=""null""]",bc8368ba46b8de43,auto-detected
F000082,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(9) > .nav-link[href=""#""][target=""null""]",08581a13b7f71388,auto-detected
F000083,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(10) > .nav-link[href=""#""][target=""null""]",e2be4773d2929dbb,auto-detected
F000084,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(11) > .nav-link[href=""#""][target=""null""]",3fa7e457bce59f81,auto-detected
F000085,P002,W01,color-contrast,1.4.3,AA,serious,34,"a[href$=""agenda""]",da251f7bbaab32ab,auto-detected
F000086,P002,W01,color-contrast,1.4.3,AA,serious,34,"a[href$=""pengemuman""]",c20199041d639752,auto-detected
F000087,P002,W01,color-contrast,1.4.3,AA,serious,34,"a[href$=""kontak""]",9415ba13d75b608d,auto-detected
F000088,P002,W01,color-contrast,1.4.3,AA,serious,34,".navbar-nav > li:nth-child(15) > .nav-link[target=""null""][data-toggle=""tooltip""]",3319c6899e677f35,auto-detected
F000089,P002,W01,color-contrast,1.4.3,AA,serious,34,".navbar-nav > li:nth-child(16) > .nav-link[target=""null""][data-toggle=""tooltip""]",0acb7359936c6d25,auto-detected
F000090,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(17) > .nav-link[href=""#""][target=""null""]",e9d848c2c5716f8d,auto-detected
F000091,P002,W01,color-contrast,1.4.3,AA,serious,34,"li:nth-child(18) > .nav-link[target=""_self""][data-toggle=""tooltip""]",3e9fec314ed6d0cc,auto-detected
F000092,P002,W01,color-contrast,1.4.3,AA,serious,34,#cms-comment-comments-count,264eec3e25162feb,auto-detected
F000093,P002,W01,color-contrast,1.4.3,AA,serious,34,.cms-comment-policy-tweet,df93022086525bb0,auto-detected
F000094,P002,W01,color-contrast,1.4.3,AA,serious,34,.cms-comment-sort-policy-info,6b09d8c8d4548d58,auto-detected
F000095,P002,W01,color-contrast,1.4.3,AA,serious,34,#cms-comment-sort-policy-creationdate-asc,42cd9bef90096647,auto-detected
F000096,P002,W01,color-contrast,1.4.3,AA,serious,34,#cms-comment-markdown-button-root,7ef699818ce71ca6,auto-detected
F000097,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(1) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,e5ac1ad414c80f99,auto-detected
F000098,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(2) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,8c55c7dbe2ee1994,auto-detected
F000099,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(3) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,164bf7a09fac19db,auto-detected
F000100,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(4) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,a4954abfc942541e,auto-detected
F000101,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(5) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,69c5e9903bd58c00,auto-detected
F000102,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(6) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,f2fb8101d3c3f86d,auto-detected
F000103,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(7) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,f1c554e8738a4c4b,auto-detected
F000104,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(8) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,e67f5a077160a77b,auto-detected
F000105,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(9) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,cb6b58ddc35e9086,auto-detected
F000106,P002,W01,color-contrast,1.4.3,AA,serious,34,.widget-berita-terkini-li:nth-child(10) > .widget-berita-terkini-has-thumb > .widget-berita-terkini-tanggal,7b3549b88c4679c9,auto-detected
F000107,P002,W01,heading-order,,,moderate,1,.card-body > h3,3d6f7f44fa0e03cd,auto-detected
F000108,P002,W01,image-alt,1.1.1,A,critical,12,.logo-header-img-single,7c18c3a4c6e2e707,auto-detected
F000109,P002,W01,image-alt,1.1.1,A,critical,12,.cms-comment-commenter-avatar,2b2d7766c63dc18d,auto-detected
F000110,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(1) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",a4ef1cb9aeece670,auto-detected
F000111,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(2) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",b2a17a17c78bd441,auto-detected
F000112,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(3) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",3039f83901815552,auto-detected
F000113,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(4) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",672ecf8bbd4b8095,auto-detected
F000114,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(5) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",ea9987f6cb8c6888,auto-detected
F000115,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(6) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",a947cd79a2524749,auto-detected
F000116,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(7) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",48471c4d41ec0b9d,auto-detected
F000117,P002,W01,image-alt,1.1.1,A,critical,12,".widget-berita-terkini-li:nth-child(8) > div:nth-child(1) > .progressive.replace > .widget-berita-terkini-thumb.preview[loading=""lazy""]",b18f51a3e20eda26,auto-detected
